PBN	Read	Write	Erase
0	1084	60	1
1	244	38	1
2	509	27	1
3	241	55	1
4	241	52	1
5	1153	67	1
6	217	35	1
7	1153	67	1
8	167	32	0
9	1153	67	1
10	169	32	0
11	120	25	0
12	1153	67	1
13	171	32	0
14	1153	67	1
15	171	32	0
16	1153	67	1
17	208	35	1
18	1153	67	1
19	170	32	0
20	611	33	1
21	248	52	1
22	1153	67	1
23	206	35	1
24	1153	67	1
25	176	32	0
26	1153	67	1
27	172	32	0
28	1153	67	1
29	171	32	0
30	1153	67	1
31	172	32	0
32	1153	67	1
33	177	32	0
34	1153	67	1
35	165	32	0
36	246	61	1
37	101	4	1
38	66	13	0
39	103	5	1
40	1153	67	1
41	171	32	0
42	1153	67	1
43	172	32	0
44	1153	67	1
45	172	32	0
46	1153	67	1
47	173	32	0
48	1153	67	1
49	176	32	0
50	1153	67	1
51	169	32	0
52	1153	67	1
53	177	32	0
54	1153	67	1
55	167	32	0
56	1153	67	1
57	177	32	0
58	1153	67	1
59	168	32	0
60	1153	67	1
61	166	32	0
62	1153	67	1
63	169	32	0
64	1153	67	1
65	171	32	0
66	1153	67	1
67	173	32	0
68	1153	67	1
69	170	32	0
70	1153	67	1
71	173	32	0
72	1153	67	1
73	173	32	0
74	1153	67	1
75	166	32	0
76	1153	67	1
77	176	32	0
78	1153	67	1
79	172	32	0
80	1153	67	1
81	178	32	0
82	1153	67	1
83	176	32	0
84	1153	67	1
85	174	32	0
86	1153	67	1
87	174	32	0
88	1153	67	1
89	177	32	0
90	1153	67	1
91	170	32	0
92	1153	67	1
93	178	32	0
94	1153	67	1
95	175	32	0
96	1153	67	1
97	173	32	0
98	1153	67	1
99	170	32	0
100	1153	67	1
101	174	32	0
102	1153	67	1
103	169	32	0
104	1153	67	1
105	167	32	0
106	1153	67	1
107	166	32	0
108	1153	67	1
109	167	32	0
110	1153	67	1
111	168	32	0
112	1470	90	1
113	175	32	0
114	1153	67	1
115	177	32	0
116	2069	116	2
117	173	32	0
118	1153	67	1
119	173	32	0
120	1153	67	1
121	167	32	0
122	1153	67	1
123	170	32	0
124	1153	67	1
125	173	32	0
126	1153	67	1
127	173	32	0
128	1153	67	1
129	172	32	0
130	1153	67	1
131	173	32	0
132	1153	67	1
133	165	32	0
134	1153	67	1
135	177	32	0
136	1153	67	1
137	170	32	0
138	1153	67	1
139	167	32	0
140	1153	67	1
141	169	32	0
142	1153	67	1
143	167	32	0
144	1153	67	1
145	173	32	0
146	1153	67	1
147	169	32	0
148	1153	67	1
149	170	32	0
150	1153	67	1
151	178	32	0
152	1153	67	1
153	171	32	0
154	1153	67	1
155	170	32	0
156	1153	67	1
157	176	32	0
158	1153	67	1
159	174	32	0
160	1153	67	1
161	177	32	0
162	1153	67	1
163	169	32	0
164	1153	67	1
165	176	32	0
166	1153	67	1
167	166	32	0
168	1153	67	1
169	166	32	0
170	1153	67	1
171	174	32	0
172	1153	67	1
173	172	32	0
174	1153	67	1
175	176	32	0
176	1153	67	1
177	169	32	0
178	1153	67	1
179	165	32	0
180	1153	67	1
181	168	32	0
182	1153	67	1
183	169	32	0
184	1153	67	1
185	173	32	0
186	1153	67	1
187	166	32	0
188	1153	67	1
189	174	32	0
190	1153	67	1
191	169	32	0
192	1153	67	1
193	169	32	0
194	1153	67	1
195	169	32	0
196	1153	67	1
197	166	32	0
198	1153	67	1
199	171	32	0
200	1153	67	1
201	169	32	0
202	1153	67	1
203	166	32	0
204	1153	67	1
205	165	32	0
206	1153	67	1
207	169	32	0
208	1153	67	1
209	172	32	0
210	1153	67	1
211	168	32	0
212	1153	67	1
213	170	32	0
214	1153	67	1
215	166	32	0
216	1153	67	1
217	174	32	0
218	1153	67	1
219	179	32	0
220	1153	67	1
221	164	32	0
222	1153	67	1
223	172	32	0
224	1153	67	1
225	167	32	0
226	1153	67	1
227	169	32	0
228	1153	67	1
229	165	32	0
230	1153	67	1
231	161	32	0
232	1153	67	1
233	167	32	0
234	1153	67	1
235	167	32	0
236	1153	67	1
237	168	32	0
238	1153	67	1
239	170	32	0
240	1153	67	1
241	182	32	0
242	1153	67	1
243	177	32	0
244	1153	67	1
245	178	32	0
246	1153	67	1
247	168	32	0
248	1153	67	1
249	169	32	0
250	1153	67	1
251	172	32	0
252	1153	67	1
253	171	32	0
254	1153	67	1
255	168	32	0
256	1153	67	1
257	180	32	0
258	1153	67	1
259	171	32	0
260	1153	67	1
261	176	32	0
262	1153	67	1
263	167	32	0
264	1153	67	1
265	166	32	0
266	1153	67	1
267	170	32	0
268	1153	67	1
269	164	32	0
270	1153	67	1
271	178	32	0
272	1153	67	1
273	173	32	0
274	1153	67	1
275	171	32	0
276	1153	67	1
277	175	32	0
278	1153	67	1
279	177	32	0
280	1153	67	1
281	172	32	0
282	1153	67	1
283	171	32	0
284	1153	67	1
285	164	32	0
286	1153	67	1
287	178	32	0
288	1151	66	1
289	169	32	0
290	190	52	0
291	101	4	1
292	242	44	1
293	1153	67	1
294	176	32	0
295	1153	67	1
296	174	32	0
297	1153	67	1
298	173	32	0
